Date,TAVG (Degrees Fahrenheit),TMAX (Degrees Fahrenheit),TMIN (Degrees Fahrenheit),PRCP (Inches),SNOW,SNWD (Inches)
2004/11/29,37,43,34,0,,
2004/11/30,35,43,29,0,,
2004/12/1,33,39,29,0,,
2004/12/2,37,41,32,0,,
2004/12/3,41,44,40,0.02,,
2004/12/4,46,51,37,0,,
2004/12/5,38,45,30,0,,
2004/12/6,40,47,33,0,,
2004/12/7,37,50,27,0,,
2004/12/8,36,45,30,0,,
2004/12/9,43,54,34,0,,
2004/12/10,40,51,31,0,,
2004/12/11,34,42,29,0,,
2004/12/12,39,45,30,0,,
2004/12/13,33,41,26,0,,
2004/12/14,32,38,28,0,,
2004/12/15,36,46,29,0,,
2004/12/16,33,37,28,0,,
2004/12/17,34,41,27,0,,
2004/12/18,31,35,28,0,,
2004/12/19,32,36,28,0,,
2004/12/20,23,30,17,0,,
2004/12/21,25,29,21,0,,
2004/12/22,23,27,21,0.09,,
2004/12/23,22,24,21,0,,
2004/12/24,19,25,17,0,,
2004/12/25,20,25,14,0,,
2004/12/26,26,33,19,0,,
2004/12/27,25,32,21,0,,
2004/12/28,23,27,19,0,,
2004/12/29,19,28,13,0,,
2004/12/30,22,26,16,0,,
2004/12/31,22,29,17,0,,
2005/1/1,22,37,12,0,,
2005/1/2,22,35,11,0,,
2005/1/3,30,38,26,0,,
2005/1/4,24,32,17,0,,
2005/1/5,20,25,14,0.06,,
2005/1/6,27,39,15,0,,
2005/1/7,27,34,23,0,,
2005/1/8,27,33,19,0,,
2005/1/9,21,29,16,0,,
2005/1/10,23,38,13,0,,
2005/1/11,28,36,20,0,,
2005/1/12,31,39,24,0,,
2005/1/13,28,39,21,0,,
2005/1/14,30,36,25,0,,
2005/1/15,29,39,19,0,,
2005/1/16,29,41,19,0,,
2005/1/17,30,40,21,0,,
2005/1/18,32,40,26,0,,
2005/1/19,31,40,22,0,,
2005/1/20,27,37,23,0,,
2005/1/21,26,37,18,0,,
2005/1/22,26,34,20,0,,
2005/1/23,27,35,22,0,,
2005/1/24,32,37,24,0,,
2005/1/25,28,33,23,0,,
2005/1/26,28,35,22,0,,
2005/1/27,26,32,22,0,,
2005/1/28,30,41,24,0,,
2005/1/29,25,32,20,0,,
2005/1/30,28,36,24,0,,
2005/1/31,25,32,22,0,,
2005/2/1,24,31,17,0,,
2005/2/2,25,35,18,0,,
2005/2/3,26,34,17,0,,
2005/2/4,27,32,24,0,,
2005/2/5,22,28,18,0,,
2005/2/6,25,30,21,0,,
2005/2/7,25,31,23,0.02,,
2005/2/8,24,29,20,0,,
2005/2/9,25,29,19,0,,
2005/2/10,23,33,17,0,,
2005/2/11,24,35,13,0,,
2005/2/12,25,38,16,0,,
2005/2/13,27,38,19,0,,
2005/2/14,33,42,27,0,,
2005/2/15,32,37,30,0.27,,
2005/2/16,32,39,30,0.03,,
2005/2/17,27,32,25,0,,
2005/2/18,24,27,21,0.04,,
2005/2/19,20,24,15,0,,
2005/2/20,21,29,13,0,,
2005/2/21,24,35,13,0,,
2005/2/22,31,39,24,0,,
2005/2/23,27,32,24,0.02,,
2005/2/24,28,34,23,0,,
2005/2/25,28,34,20,0,,
2005/2/26,30,44,18,0,,
2005/2/27,38,51,28,0,,
2005/2/28,34,41,29,0,,
2005/3/1,31,38,25,0.01,,
2005/3/2,36,45,27,0,,
2005/3/3,34,41,25,0,,
2005/3/4,31,38,26,0,,
2005/3/5,34,48,20,0,,
2005/3/6,40,58,26,0,,
2005/3/7,45,53,35,0,,
2005/3/8,36,49,27,0,,
2005/3/9,36,45,26,0,,
2005/3/10,37,44,31,0,,
2005/3/11,29,37,24,0,,
2005/3/12,34,42,26,0,,
2005/3/13,39,54,24,0,,
2005/3/14,42,55,27,0,,
2005/3/15,46,59,31,0,,
2005/3/16,47,58,36,0,,
2005/3/17,45,53,41,0,,
2005/3/18,43,52,32,0,,
2005/3/19,43,57,29,0,,
2005/3/20,47,59,36,0,,
2005/3/21,45,54,38,0,,
2005/3/22,51,62,39,0,,
2005/3/23,46,54,37,0,,
2005/3/24,41,51,32,0,,
2005/3/25,55,75,34,0,,
2005/3/26,53,64,39,0,,
2005/3/27,56,71,40,0,,
2005/3/28,56,62,49,0,,
2005/3/29,53,64,40,0,,
2005/3/30,60,78,40,0,,
2005/3/31,54,68,49,0,,
2005/4/1,50,58,42,0.01,,
2005/4/2,54,67,41,0,,
2005/4/3,55,68,40,0,,
2005/4/4,61,76,47,0,,
2005/4/5,63,75,51,0,,
2005/4/6,68,82,57,0,,
2005/4/7,65,74,59,0,,
2005/4/8,50,66,44,0.17,,
2005/4/9,49,56,41,0.46,,
2005/4/10,55,65,40,0,,
2005/4/11,57,67,48,0,,
2005/4/12,57,63,53,0,,
2005/4/13,60,75,41,0,,
2005/4/14,56,72,45,0,,
2005/4/15,58,69,41,0,,
2005/4/16,66,83,48,0,,
2005/4/17,63,73,55,0,,
2005/4/18,62,74,51,0,,
2005/4/19,61,69,57,0.04,,
2005/4/20,57,62,46,0,,
2005/4/21,60,69,44,0,,
2005/4/22,63,72,46,0,,
2005/4/23,64,72,55,0,,
2005/4/24,69,74,59,0,,
2005/4/25,69,81,50,0,,
2005/4/26,72,88,58,0,,
2005/4/27,76,89,59,0,,
2005/4/28,72,83,65,0,,
2005/4/29,66,76,58,0,,
2005/4/30,72,85,61,0,,
2005/5/1,70,83,62,0,,
2005/5/2,69,81,53,0,,
2005/5/3,70,80,62,0,,
2005/5/4,72,83,61,0,,
2005/5/5,61,78,55,0.41,,
2005/5/6,62,69,49,0,,
2005/5/7,63,75,55,0,,
2005/5/8,64,76,50,0,,
2005/5/9,62,71,54,0,,
2005/5/10,55,64,52,0.02,,
2005/5/11,61,74,49,0,,
2005/5/12,64,75,54,0,,
2005/5/13,59,66,57,0,,
2005/5/14,64,71,57,0,,
2005/5/15,70,81,58,0,,
2005/5/16,68,76,62,0.27,,
2005/5/17,60,66,56,1.24,,
2005/5/18,70,85,53,0,,
2005/5/19,73,81,64,0,,
2005/5/20,73,82,61,0,,
2005/5/21,67,76,61,0.1,,
2005/5/22,71,84,55,0,,
2005/5/23,74,86,57,0,,
2005/5/24,69,78,62,0,,
2005/5/25,71,81,60,0,,
2005/5/26,74,82,63,0,,
2005/5/27,69,76,63,0,,
2005/5/28,73,86,58,0,,
2005/5/29,71,79,64,0.04,,
2005/5/30,75,87,65,0,,
2005/5/31,75,86,69,0.61,,
2005/6/1,72,83,61,0.02,,
2005/6/2,79,89,66,0,,
2005/6/3,79,90,63,0,,
2005/6/4,77,88,67,0,,
2005/6/5,71,82,62,0.33,,
2005/6/6,71,81,59,0.13,,
2005/6/7,74,90,66,0,,
2005/6/8,69,73,67,0.19,,
2005/6/9,70,74,67,0.04,,
2005/6/10,74,84,67,0,,
2005/6/11,81,94,67,0,,
2005/6/12,78,90,69,0.04,,
2005/6/13,75,85,69,0.16,,
2005/6/14,76,91,62,0,,
2005/6/15,82,94,69,0,,
2005/6/16,81,93,68,0,,
2005/6/17,76,83,71,0,,
2005/6/18,80,91,69,0,,
2005/6/19,77,87,69,0.01,,
2005/6/20,85,99,69,0,,
2005/6/21,88,102,73,0,,
2005/6/22,85,98,75,0,,
2005/6/23,87,99,79,0,,
2005/6/24,83,90,77,0,,
2005/6/25,81,87,78,0,,
2005/6/26,74,79,71,0.98,,
2005/6/27,74,84,67,0.21,,
2005/6/28,78,89,69,0,,
2005/6/29,81,94,70,0.5,,
2005/6/30,85,98,71,0,,
2005/7/1,89,99,77,0,,
2005/7/2,85,91,77,0,,
2005/7/3,86,97,72,0,,
2005/7/4,89,99,76,0,,
2005/7/5,90,102,76,0,,
2005/7/6,89,101,78,0,,
2005/7/7,84,95,76,0,,
2005/7/8,82,90,76,0,,
2005/7/9,80,96,70,0.33,,
2005/7/10,79,90,69,0.01,,
2005/7/11,77,88,69,1.11,,
2005/7/12,78,86,71,0,,
2005/7/13,76,81,73,0.02,,
2005/7/14,80,91,72,0,,
2005/7/15,79,85,69,0.27,,
2005/7/16,81,87,76,0,,
2005/7/17,78,84,76,0,,
2005/7/18,81,89,76,0,,
2005/7/19,84,92,79,0,,
2005/7/20,87,94,80,0,,
2005/7/21,88,95,80,0,,
2005/7/22,82,90,80,0,,
2005/7/23,73,80,71,1.59,,
2005/7/24,78,87,72,0.07,,
2005/7/25,82,91,72,0,,
2005/7/26,83,91,76,0,,
2005/7/27,79,86,72,0.04,,
2005/7/28,84,95,72,0,,
2005/7/29,85,95,75,0,,
2005/7/30,82,91,75,0,,
2005/7/31,77,83,73,0.33,,
2005/8/1,80,88,71,0,,
2005/8/2,82,88,75,0,,
2005/8/3,75,81,68,1.12,,
2005/8/4,80,87,72,0,,
2005/8/5,79,86,70,1.29,,
2005/8/6,81,89,75,0,,
2005/8/7,81,87,76,0,,
2005/8/8,81,85,78,0.05,,
2005/8/9,76,82,74,0.39,,
2005/8/10,79,87,72,0.11,,
2005/8/11,84,90,79,0,,
2005/8/12,83,87,82,0.17,,
2005/8/13,86,92,81,0,,
2005/8/14,85,92,79,0.05,,
2005/8/15,86,95,78,0.04,,
2005/8/16,73,81,66,1.51,,
2005/8/17,71,80,64,0.13,,
2005/8/18,74,85,64,0,,
2005/8/19,76,87,65,0,,
2005/8/20,74,85,65,0,,
2005/8/21,77,87,68,0,,
2005/8/22,77,85,70,0,,
2005/8/23,75,81,70,0,,
2005/8/24,76,83,70,0,,
2005/8/25,75,85,66,0,,
2005/8/26,77,86,69,0,,
2005/8/27,79,89,69,0,,
2005/8/28,80,89,74,0,,
2005/8/29,81,90,72,0,,
2005/8/30,80,86,75,0,,
2005/8/31,80,88,73,0,,
2005/9/1,79,88,71,0,,
2005/9/2,74,81,68,0,,
2005/9/3,74,89,61,0,,
2005/9/4,74,86,63,0,,
2005/9/5,74,86,62,0,,
2005/9/6,74,87,63,0,,
2005/9/7,75,88,61,0,,
2005/9/8,77,88,65,0,,
2005/9/9,76,87,65,0,,
2005/9/10,77,85,69,0,,
2005/9/11,79,88,72,0,,
2005/9/12,79,84,73,0,,
2005/9/13,71,79,67,0,,
2005/9/14,72,86,59,0,,
2005/9/15,68,75,64,0.34,,
2005/9/16,68,77,62,0.26,,
2005/9/17,72,81,67,0,,
2005/9/18,69,80,57,0,,
2005/9/19,69,72,67,0,,
2005/9/20,68,71,66,0,,
2005/9/21,67,76,61,0,,
2005/9/22,66,76,55,0,,
2005/9/23,66,75,58,0,,
2005/9/24,69,80,58,0,,
2005/9/25,70,80,60,0,,
2005/9/26,70,80,61,0,,
2005/9/27,69,79,60,0,,
2005/9/28,69,76,61,0,,
2005/9/29,66,73,64,0.36,,
2005/9/30,68,75,62,0,,
2005/10/1,68,73,64,0,,
2005/10/2,66,71,62,0,,
2005/10/3,62,74,53,0,,
2005/10/4,64,79,49,0,,
2005/10/5,65,76,53,0,,
2005/10/6,63,69,58,0.04,,
2005/10/7,67,76,61,0,,
2005/10/8,65,75,50,0,,
2005/10/9,61,76,48,0,,
2005/10/10,62,76,50,0,,
2005/10/11,62,72,52,0,,
2005/10/12,62,65,58,0.02,,
2005/10/13,62,69,57,0,,
2005/10/14,54,69,41,0,,
2005/10/15,60,72,47,0,,
2005/10/16,61,79,45,0,,
2005/10/17,58,67,52,0,,
2005/10/18,54,67,43,0,,
2005/10/19,56,68,45,0,,
2005/10/20,56,61,52,0,,
2005/10/21,54,60,48,0,,
2005/10/22,48,60,37,0,,
2005/10/23,55,70,39,0,,
2005/10/24,59,74,44,0,,
2005/10/25,56,64,48,0,,
2005/10/26,55,60,53,0,,
2005/10/27,58,66,53,0.01,,
2005/10/28,54,61,42,0,,
2005/10/29,51,62,38,0,,
2005/10/30,55,66,43,0,,
2005/10/31,53,68,38,0,,
2005/11/1,51,65,39,0,,
2005/11/2,50,64,41,0,,
2005/11/3,55,70,45,0,,
2005/11/4,54,70,44,0,,
2005/11/5,53,61,46,0,,
2005/11/6,51,59,41,0,,
2005/11/7,47,62,38,0,,
2005/11/8,51,59,44,0,,
2005/11/9,48,61,36,0,,
2005/11/10,53,69,41,0,,
2005/11/11,50,56,45,0,,
2005/11/12,48,56,42,0,,
2005/11/13,48,53,44,0,,
2005/11/14,43,53,30,0,,
2005/11/15,42,51,35,0,,
2005/11/16,39,49,30,0,,
2005/11/17,41,52,33,0,,
2005/11/18,39,46,34,0,,
2005/11/19,40,43,36,0.02,,
2005/11/20,41,53,32,0,,
2005/11/21,42,49,33,0,,
2005/11/22,42,57,30,0,,
2005/11/23,44,57,34,0,,
2005/11/24,43,58,32,0,,
2005/11/25,43,58,32,0,,
2005/11/26,44,58,32,0,,
2005/11/27,40,48,32,0,,
2005/11/28,43,49,35,0,,
2005/11/29,42,51,34,0,,
2005/11/30,38,49,29,0,,
2005/12/1,39,46,32,0,,
2005/12/2,32,40,26,0,,
2005/12/3,29,34,25,0.04,,
2005/12/4,20,25,16,0,,
2005/12/5,26,32,21,0,,
2005/12/6,25,31,21,0,,
2005/12/7,24,34,16,0,,
2005/12/8,23,32,16,0,,
2005/12/9,25,33,17,0,,
2005/12/10,25,30,22,0,,
2005/12/11,24,31,17,0,,
2005/12/12,24,29,18,0,,
2005/12/13,25,31,20,0,,
2005/12/14,25,31,20,0,,
2005/12/15,29,36,23,0,,
2005/12/16,30,37,25,0,,
2005/12/17,28,36,23,0,,
2005/12/18,27,40,17,0,,
2005/12/19,26,35,18,0,,
2005/12/20,27,32,22,0,,
2005/12/21,22,30,15,0,,
2005/12/22,29,46,19,0,,
2005/12/23,37,47,28,0,,
2005/12/24,30,40,20,0,,
2005/12/25,34,41,27,0,,
2005/12/26,27,35,21,0,,
2005/12/27,26,32,19,0,,
2005/12/28,29,31,28,0,,
2005/12/29,31,38,29,0,,
2005/12/30,25,33,19,0,,
2005/12/31,26,32,23,0,,
2006/1/1,29,42,21,0,,
2006/1/2,32,43,24,0,,
2006/1/3,27,33,20,0,,
2006/1/4,22,29,21,0,,
2006/1/5,20,28,14,0,,
2006/1/6,27,34,19,0,,
2006/1/7,28,37,19,0,,
2006/1/8,28,38,20,0,,
2006/1/9,29,40,19,0,,
2006/1/10,29,37,22,0,,
2006/1/11,27,30,24,0,,
2006/1/12,31,33,29,0.02,,
2006/1/13,35,46,25,0,,
2006/1/14,26,36,20,0,,
2006/1/15,31,39,24,0,,
2006/1/16,29,34,24,0,,
2006/1/17,24,29,21,0,,
2006/1/18,23,34,15,0,,
2006/1/19,26,32,20,0,,
2006/1/20,32,40,26,0,,
2006/1/21,30,38,24,0,,
2006/1/22,32,41,24,0,,
2006/1/23,26,32,19,0,,
2006/1/24,26,32,22,0,,
2006/1/25,31,42,21,0,,
2006/1/26,30,45,19,0,,
2006/1/27,31,43,21,0,,
2006/1/28,28,31,26,0,,
2006/1/29,36,42,31,0,,
2006/1/30,30,36,26,0,,
2006/1/31,29,36,25,0,,
2006/2/1,29,35,26,0,,
2006/2/2,20,28,15,0,,
2006/2/3,14,24,6,0,,
2006/2/4,19,29,8,0,,
2006/2/5,24,30,17,0,,
2006/2/6,27,30,24,0.19,,
2006/2/7,24,32,18,0,,
2006/2/8,23,31,16,0,,
2006/2/9,21,35,9,0,,
2006/2/10,31,48,17,0,,
2006/2/11,35,41,25,0,,
2006/2/12,30,39,22,0,,
2006/2/13,34,38,31,0,,
2006/2/14,42,56,28,0,,
2006/2/15,34,39,28,0,,
2006/2/16,32,41,26,0,,
2006/2/17,33,43,23,0,,
2006/2/18,35,51,21,0,,
2006/2/19,39,55,23,0,,
2006/2/20,38,51,28,0,,
2006/2/21,40,50,35,0,,
2006/2/22,35,44,25,0,,
2006/2/23,38,46,30,0,,
2006/2/24,29,36,25,0,,
2006/2/25,35,45,29,0,,
2006/2/26,31,37,26,0,,
2006/2/27,30,35,22,0,,
2006/2/28,28,33,25,0.03,,
2006/3/1,38,47,25,0,,
2006/3/2,37,48,28,0,,
2006/3/3,36,50,25,0,,
2006/3/4,46,63,32,0,,
2006/3/5,44,61,31,0,,
2006/3/6,38,48,31,0,,
2006/3/7,41,59,27,0,,
2006/3/8,43,51,38,0,,
2006/3/9,41,51,29,0,,
2006/3/10,51,57,44,0,,
2006/3/11,36,50,33,0,,
2006/3/12,31,38,23,0,,
2006/3/13,40,49,29,0,,
2006/3/14,48,65,33,0,,
2006/3/15,53,64,39,0,,
2006/3/16,57,73,39,0,,
2006/3/17,55,63,47,0,,
2006/3/18,51,60,44,0,,
2006/3/19,47,61,33,0,,
2006/3/20,54,68,40,0,,
2006/3/21,53,65,40,0,,
2006/3/22,56,64,46,0,,
2006/3/23,51,58,37,0,,
2006/3/24,54,71,36,0,,
2006/3/25,54,67,49,0,,
2006/3/26,45,54,37,0,,
2006/3/27,44,50,43,0,,
2006/3/28,46,55,33,0,,
2006/3/29,50,70,36,0,,
2006/3/30,48,60,37,0,,
2006/3/31,50,63,38,0,,
2006/4/1,55,63,52,0,,
2006/4/2,57,78,42,0,,
2006/4/3,63,76,48,0,,
2006/4/4,63,71,53,0,,
2006/4/5,52,62,46,0,,
2006/4/6,43,47,39,0.02,,
2006/4/7,57,72,40,0,,
2006/4/8,50,62,42,0,,
2006/4/9,51,58,45,0,,
2006/4/10,52,56,44,0,,
2006/4/11,55,66,46,0,,
2006/4/12,48,56,38,0,,
2006/4/13,53,64,40,0,,
2006/4/14,56,67,46,0,,
2006/4/15,54,63,47,0,,
2006/4/16,47,57,40,0,,
2006/4/17,54,65,48,0,,
2006/4/18,52,63,44,0,,
2006/4/19,54,62,47,0,,
2006/4/20,57,67,41,0,,
2006/4/21,58,68,46,0,,
2006/4/22,64,71,56,0,,
2006/4/23,59,68,52,0,,
2006/4/24,63,75,44,0,,
2006/4/25,55,67,49,0,,
2006/4/26,58,67,53,0.02,,
2006/4/27,59,70,46,0,,
2006/4/28,63,76,50,0,,
2006/4/29,65,78,53,0,,
2006/4/30,72,84,60,0,,
2006/5/1,69,80,59,0,,
2006/5/2,64,75,51,0,,
2006/5/3,66,79,53,0,,
2006/5/4,65,74,62,0.06,,
2006/5/5,67,77,59,0,,
2006/5/6,66,75,53,0,,
2006/5/7,71,81,58,0,,
2006/5/8,68,76,63,0,,
2006/5/9,62,68,60,0.12,,
2006/5/10,66,73,59,0,,
2006/5/11,62,71,51,0.01,,
2006/5/12,57,61,54,0.06,,
2006/5/13,69,80,54,0,,
2006/5/14,73,87,56,0,,
2006/5/15,75,90,58,0,,
2006/5/16,76,91,63,0,,
2006/5/17,73,83,69,0.02,,
2006/5/18,71,82,59,0,,
2006/5/19,69,78,64,0,,
2006/5/20,67,71,63,0,,
2006/5/21,62,69,56,0.16,,
2006/5/22,70,85,57,0,,
2006/5/23,75,88,60,0,,
2006/5/24,73,80,63,0,,
2006/5/25,65,77,63,0.39,,
2006/5/26,60,66,56,0.13,,
2006/5/27,62,73,56,1.04,,
2006/5/28,73,88,55,0,,
2006/5/29,75,87,60,0,,
2006/5/30,78,87,68,0,,
2006/5/31,80,88,73,0,,
2006/6/1,81,91,70,0,,
2006/6/2,74,85,69,0,,
2006/6/3,73,82,68,0.06,,
2006/6/4,75,86,66,0,,
2006/6/5,80,93,70,0,,
2006/6/6,81,90,72,0,,
2006/6/7,78,86,71,0.06,,
2006/6/8,81,90,66,0,,
2006/6/9,76,85,71,0,,
2006/6/10,75,85,62,0,,
2006/6/11,79,91,65,0,,
2006/6/12,76,87,70,0.02,,
2006/6/13,69,74,63,0.22,,
2006/6/14,72,87,58,0,,
2006/6/15,78,92,63,0,,
2006/6/16,81,94,69,0,,
2006/6/17,84,96,67,0,,
2006/6/18,87,99,73,0,,
2006/6/19,86,92,81,0,,
2006/6/20,80,85,76,0,,
2006/6/21,82,95,68,0,,
2006/6/22,83,92,72,0,,
2006/6/23,85,97,72,0,,
2006/6/24,77,92,65,0.52,,
2006/6/25,75,84,65,0.03,,
2006/6/26,80,92,69,0,,
2006/6/27,85,97,75,0,,
2006/6/28,79,89,73,0.06,,
2006/6/29,75,79,71,0.07,,
2006/6/30,77,87,68,0.32,,
2006/7/1,76,84,71,0.46,,
2006/7/2,81,90,70,0,,
2006/7/3,83,90,76,0,,
2006/7/4,81,90,72,0,,
2006/7/5,82,94,74,0.03,,
2006/7/6,83,91,71,0,,
2006/7/7,81,89,74,0,,
2006/7/8,81,87,75,0,,
2006/7/9,76,83,73,0.07,,
2006/7/10,76,78,73,0.4,,
2006/7/11,80,89,72,0,,
2006/7/12,77,87,71,1.52,,
2006/7/13,77,85,69,0.96,,
2006/7/14,81,87,75,0.09,,
2006/7/15,84,92,78,0,,
2006/7/16,84,91,79,0,,
2006/7/17,79,86,76,0,,
2006/7/18,71,78,69,0.3,,
2006/7/19,76,82,71,0,,
2006/7/20,81,89,73,0.04,,
2006/7/21,87,95,79,0,,
2006/7/22,83,90,78,0,,
2006/7/23,75,85,71,0.02,,
2006/7/24,73,84,67,0.54,,
2006/7/25,67,71,65,0.16,,
2006/7/26,68,71,67,0.46,,
2006/7/27,74,80,69,0,,
2006/7/28,75,79,73,0.02,,
2006/7/29,80,89,74,0,,
2006/7/30,85,92,78,0,,
2006/7/31,78,87,70,1.05,,
2006/8/1,79,90,68,0.06,,
2006/8/2,79,87,71,0.04,,
2006/8/3,80,86,74,0,,
2006/8/4,78,85,72,0.03,,
2006/8/5,79,85,74,0,,
2006/8/6,82,89,76,0,,
2006/8/7,83,91,75,0,,
2006/8/8,84,91,78,0,,
2006/8/9,81,85,75,0.06,,
2006/8/10,81,86,78,0.14,,
2006/8/11,83,89,77,0,,
2006/8/12,85,90,81,0,,
2006/8/13,74,88,70,1.34,,
2006/8/14,76,81,71,0.01,,
2006/8/15,82,92,71,0,,
2006/8/16,82,91,74,0,,
2006/8/17,81,87,75,0,,
2006/8/18,82,89,75,0,,
2006/8/19,83,93,75,0,,
2006/8/20,83,92,79,0,,
2006/8/21,80,89,75,0,,
2006/8/22,73,78,68,0,,
2006/8/23,75,86,65,0,,
2006/8/24,79,88,72,0,,
2006/8/25,77,85,71,0.06,,
2006/8/26,76,83,70,0.1,,
2006/8/27,80,90,69,0,,
2006/8/28,81,91,75,0,,
2006/8/29,76,84,71,0,,
2006/8/30,74,78,72,0.04,,
2006/8/31,77,85,71,0,,
2006/9/1,78,86,69,0,,
2006/9/2,77,83,72,0,,
2006/9/3,75,83,72,0,,
2006/9/4,71,79,67,0,,
2006/9/5,69,80,59,0,,
2006/9/6,72,87,58,0,,
2006/9/7,71,79,66,0,,
2006/9/8,65,71,59,0,,
2006/9/9,62,69,53,0,,
2006/9/10,67,83,51,0,,
2006/9/11,73,87,57,0,,
2006/9/12,73,86,60,0,,
2006/9/13,73,85,60,0,,
2006/9/14,70,79,65,0,,
2006/9/15,71,79,63,0,,
2006/9/16,71,82,63,0,,
2006/9/17,74,90,62,0,,
2006/9/18,76,93,62,0,,
2006/9/19,74,85,66,0,,
2006/9/20,72,82,65,0,,
2006/9/21,72,86,60,0,,
2006/9/22,72,85,62,0,,
2006/9/23,72,86,61,0,,
2006/9/24,72,83,63,0,,
2006/9/25,69,76,65,0.04,,
2006/9/26,70,81,59,0,,
2006/9/27,68,80,58,0,,
2006/9/28,71,82,60,0,,
2006/9/29,69,81,58,0,,
2006/9/30,67,78,60,0,,
2006/10/1,71,84,58,0,,
2006/10/2,72,87,59,0,,
2006/10/3,72,85,60,0,,
2006/10/4,73,88,60,0,,
2006/10/5,70,81,59,0,,
2006/10/6,70,82,60,0,,
2006/10/7,69,78,64,0,,
2006/10/8,60,70,54,0.5,,
2006/10/9,60,66,57,0,,
2006/10/10,65,78,56,0,,
2006/10/11,60,67,51,0,,
2006/10/12,60,71,50,0,,
2006/10/13,64,71,59,0,,
2006/10/14,63,67,61,0,,
2006/10/15,63,67,60,0,,
2006/10/16,66,78,60,0,,
2006/10/17,58,68,51,0,,
2006/10/18,56,65,47,0,,
2006/10/19,61,73,51,0,,
2006/10/20,58,61,55,0,,
2006/10/21,56,59,54,0.07,,
2006/10/22,56,66,51,0.02,,
2006/10/23,54,64,43,0,,
2006/10/24,49,54,41,0,,
2006/10/25,54,64,43,0,,
2006/10/26,50,58,46,0,,
2006/10/27,51,59,42,0,,
2006/10/28,56,73,43,0,,
2006/10/29,57,71,42,0,,
2006/10/30,56,67,46,0,,
2006/10/31,58,73,46,0,,
2006/11/1,55,68,46,0,,
2006/11/2,55,70,45,0,,
2006/11/3,57,71,44,0,,
2006/11/4,54,66,46,0,,
2006/11/5,49,55,42,0,,
2006/11/6,41,48,37,0,,
2006/11/7,48,64,35,0,,
2006/11/8,53,68,41,0,,
2006/11/9,50,60,41,0,,
2006/11/10,44,53,40,0.07,,
2006/11/11,42,54,32,0,,
2006/11/12,43,54,34,0,,
2006/11/13,51,56,41,0,,
2006/11/14,47,57,34,0,,
2006/11/15,50,62,42,0,,
2006/11/16,44,52,36,0,,
2006/11/17,46,50,41,0,,
2006/11/18,45,55,35,0,,
2006/11/19,43,54,35,0,,
2006/11/20,40,42,38,0,,
2006/11/21,43,54,34,0,,
2006/11/22,37,45,35,0,,
2006/11/23,36,41,33,0,,
2006/11/24,35,42,30,0,,
2006/11/25,35,38,33,0.07,,
2006/11/26,41,49,33,0,,
2006/11/27,36,44,33,0,,
2006/11/28,36,43,29,0,,
2006/11/29,34,43,28,0,,
2006/11/30,34,45,26,0,,
2006/12/1,34,40,27,0,,
2006/12/2,30,38,25,0,,
2006/12/3,30,40,22,0,,
2006/12/4,30,41,21,0,,
2006/12/5,32,38,26,0,,
2006/12/6,33,38,31,0,,
2006/12/7,33,37,27,0,,
2006/12/8,31,36,27,0,,
2006/12/9,33,41,25,0,,
2006/12/10,28,38,20,0,,
2006/12/11,27,36,23,0,,
2006/12/12,33,44,24,0,,
2006/12/13,37,46,25,0,,
2006/12/14,31,43,24,0,,
2006/12/15,39,45,28,0,,
2006/12/16,27,39,21,0,,
2006/12/17,20,29,13,0,,
2006/12/18,25,33,18,0,,
2006/12/19,28,39,18,0,,
2006/12/20,33,42,26,0,,
2006/12/21,33,45,25,0,,
2006/12/22,33,45,23,0,,
2006/12/23,34,45,26,0,,
2006/12/24,31,40,24,0,,
2006/12/25,30,36,25,0,,
2006/12/26,33,42,27,0,,
2006/12/27,29,35,24,0,,
2006/12/28,24,33,17,0,,
2006/12/29,23,31,15,0,,
2006/12/30,26,28,24,0.11,,
2006/12/31,26,29,25,0.01,,
2007/1/1,21,32,13,0,,
2007/1/2,23,40,11,0,,
2007/1/3,26,41,18,0,,
2007/1/4,23,33,15,0,,
2007/1/5,26,38,17,0,,
2007/1/6,29,34,26,0,,
2007/1/7,31,40,22,0,,
2007/1/8,31,40,27,0,,
2007/1/9,29,38,23,0,,
2007/1/10,27,33,24,0,,
2007/1/11,28,36,21,0,,
2007/1/12,27,37,18,0,,
2007/1/13,28,41,18,0,,
2007/1/14,28,38,20,0,,
2007/1/15,30,40,21,0,,
2007/1/16,34,45,24,0,,
2007/1/17,36,48,24,0,,
2007/1/18,34,43,28,0,,
2007/1/19,28,37,20,0,,
2007/1/20,29,39,23,0,,
2007/1/21,31,43,23,0,,
2007/1/22,27,37,21,0,,
2007/1/23,29,43,20,0,,
2007/1/24,29,38,22,0,,
2007/1/25,30,35,23,0,,
2007/1/26,30,39,25,0,,
2007/1/27,30,39,22,0,,
2007/1/28,33,41,24,0,,
2007/1/29,34,49,24,0,,
2007/1/30,32,42,22,0,,
2007/1/31,30,34,24,0,,
2007/2/1,28,40,17,0,,
2007/2/2,31,46,21,0,,
2007/2/3,39,55,26,0,,
2007/2/4,37,51,25,0,,
2007/2/5,42,61,29,0,,
2007/2/6,43,50,36,0,,
2007/2/7,36,43,29,0,,
2007/2/8,40,45,32,0,,
2007/2/9,41,58,27,0,,
2007/2/10,41,52,35,0,,
2007/2/11,38,52,26,0,,
